Step,EFA,GLD,NFLX,NOW,NVDA,PANW,PLTR,QQQ,TSLA,V,XLE,XLF
138,84.90546379618144,372.3258617607196,1331.3680172843044,267555920060.7469,5.2146310834449245e+103,488.73748390125223,215.23041281316202,23102500.742256645,325.8182663911688,368.21097662401957,inf,50.694556139631835
139,84.93246441961314,372.8292966896278,1334.475332567407,308530734667.459,2.846154112722479e+104,492.5534981303096,216.46733464494622,24993882.05164012,326.57853186565234,368.4739939297025,inf,50.72714973289698
140,84.96960149575528,373.36227586717905,1337.6389526018263,355780631452.5361,1.5534355362327263e+105,496.38873583873334,217.79292982583917,27040108.15138321,327.24828229686835,368.76388082138067,inf,50.75988082210121
141,85.00362203676131,373.88341696403864,1340.4906544192493,410266607127.06976,8.478676381028281e+105,500.2273732889222,219.16015258746202,29253857.289918974,327.9426431728804,369.06214379982896,inf,50.79605365408498
142,85.0227962627876,374.43433818276117,1343.532083489871,473096830145.6173,4.6276753362128e+106,504.1038462919675,220.58828545180884,31648844.532338835,328.7050480792635,369.3707993066231,inf,50.824534672082635
143,85.04696405120357,374.9943183814842,1346.809655714285,545549178646.8485,2.525792712800175e+107,508.0729693292461,222.08663749876175,34239905.34205786,329.42031408610535,369.6802707526698,inf,50.85036423965035
144,85.07863149435472,375.5005912663719,1349.8293883720473,629097232519.8484,1.3785817639608723e+108,512.0159514994328,223.49864446186655,37043094.39097489,330.05136651568137,369.9726775719301,inf,50.874950817639544
145,85.10833049181288,376.06977644579507,1352.451689320502,725440241097.8096,7.524321652739808e+108,515.9777937268417,224.82825877026235,40075777.872160606,330.6183558367821,370.2410740862304,inf,50.904437435890166
146,85.13788293954823,376.5808672636209,1355.4938430338102,836537686822.2919,4.106786975857314e+109,519.9930460585584,226.21983565631407,43356744.92189025,331.4593466433962,370.5721454892464,inf,50.936460405999235
147,85.16982853385049,377.1528325092154,1358.5069078223348,964649135481.9705,2.2414909999135763e+110,524.1154347842881,227.42808948732383,46906321.29561748,332.18530752936255,370.8682595940031,inf,50.96856063996302
148,85.2041234833254,377.67149909056644,1361.656861059865,1112380193436.3003,1.2234094274258678e+111,528.1900677505905,228.78506480643134,50746498.42122556,332.89532923663626,371.16773261359225,inf,50.99191482468474
149,85.23826786614849,378.1913193150798,1364.7340644937653,1282735504027.098,6.677388520284914e+111,532.2840734948513,230.30899438419212,54901066.47824827,333.62199412461507,371.50699606695144,inf,51.01695968137884
150,85.2719400758374,378.73393699984894,1367.7580474329839,1479179855486.2693,3.644529496936104e+112,536.4115044814795,231.5562410027889,59395766.653449625,334.3085540334445,371.81409624048354,inf,51.04752374157948
151,85.29223430241206,379.2940746974505,1370.575261178498,1705708649618.6047,1.9891901173170706e+113,540.6107055191907,232.97462690979353,64258441.42416569,335.0494747919501,372.0750447635103,inf,51.07709287068836
152,85.32308364618052,379.8375401231607,1373.4024108534493,1966929165314.1353,1.0857031960252762e+114,544.8585218183584,234.38403526203098,69519220.82362334,335.76987184777937,372.3528687771837,inf,51.10874045640711
153,85.36019532796513,380.34364061479346,1376.4994733052172,2268154261233.2905,5.925785673263616e+114,549.0889156665622,235.80208989363965,75210696.74791959,336.5813505198088,372.61842112426973,inf,51.138840416507
154,85.38866371835458,380.84195635131823,1379.5171489859335,2615510431903.441,3.2343034425992894e+115,553.3520334840732,237.2506529506597,81368127.8391352,337.2190705609125,372.90304245946373,inf,51.16812487183198
155,85.42709124766193,381.40072120979147,1382.388066427583,3016062415434.9824,1.7652880707459708e+116,557.7111771481871,238.78487634121393,88029662.59956421,337.9047106603779,373.20593732775643,inf,51.20150292962613
156,85.45675313166923,381.96877346625524,1385.4647167013297,3477956876531.765,9.634970954406253e+116,562.0866038243714,240.20970685765184,95236569.85478877,338.6889144368177,373.50365377660063,inf,51.2336591294384
157,85.49027666367236,382.52928786106816,1388.2986755633467,4010588101306.257,5.258782791922664e+117,566.4582503146136,241.62681764621544,103033500.1005953,339.3540692672606,373.7850576396163,inf,51.2636595343508
158,85.51767220190114,383.0349020943902,1391.5545073123908,4624789062162.427,2.870252186901993e+118,570.9234064751766,243.12965779268984,111468757.93167183,340.11344730313004,374.1009658892004,inf,51.29617868096391
159,85.54394996629118,383.5993954192945,1394.3593898144873,5333051744256.188,1.5665883042497148e+119,575.3293178189581,244.7003158138101,120594601.8555178,340.82648102350674,374.3818565619718,inf,51.32248357255573
160,85.57694384849262,384.11955566519384,1397.5287962745754,6149781217245.621,8.550464402436072e+119,579.8734560055013,246.17062149415966,130467571.26141873,341.52422271119224,374.6670510427926,inf,51.34754622656914
161,85.60462545867107,384.67810408738325,1400.6067908385064,7091588611103.909,4.6668573548646764e+120,584.3504067878907,247.62941029966814,141148831.70562235,342.31499892134065,374.97586905000963,inf,51.37780824157655
162,85.63218090085972,385.1854839546574,1403.8545409373019,8177628968263.869,2.547178322203062e+121,588.9394382966897,249.22599780248837,152704555.45232108,343.16970271270213,375.26476630651143,inf,51.40907165197319
163,85.66215709106058,385.728661015177,1406.8791680127326,9429990825646.973,1.390254064298355e+122,593.4893893921525,250.46064508529855,165206337.68447566,343.8453332354784,375.54598443222034,inf,51.4434589895292
164,85.69915616477142,386.248271159734,1409.7147096746799,10874145466508.53,7.588029257513464e+122,598.1812107364287,252.0139735550514,178731629.41171676,344.679307365393,375.81369232712973,inf,51.47416084626883
165,85.72914231758783,386.812940199422,1412.9851249083597,12539464968575.293,4.141558689989472e+123,602.8890503067377,253.6452935423207,193364223.37081036,345.46789476308345,376.10149791000237,inf,51.50270790793561
166,85.76548831216216,387.3347137023089,1416.4579488520624,14459819598787.062,2.260469457948299e+124,607.5966278786159,255.23077337476943,209194772.84718528,346.1605583979968,376.39020476745617,inf,51.53493040121105
167,85.79767296365353,387.9141641694871,1419.6646932346102,16674266667902.217,1.233767900637919e+125,612.3787975166889,256.8307913432821,226321356.98556718,346.8651524456552,376.6951050254264,inf,51.56631443796124
168,85.82578570839938,388.4495644262716,1422.692583801917,19227844929407.785,6.733925235274438e+125,617.1482108622283,258.1895180612626,244850076.27634445,347.579154869264,377.01819336689147,inf,51.602861001980315
169,85.86033337498382,388.99930143222474,1426.1620864622244,22172490582594.38,3.675387327780186e+126,621.9980151071549,259.70598530410535,264895725.2980658,348.35041988338907,377.3171415080626,inf,51.631394181881184
170,85.88584051146142,389.55055486723745,1428.9458366279946,25568093587938.164,2.0060323714978896e+127,626.80544533273,261.3040353953547,286582492.0790529,349.187192103898,377.61350441948406,inf,51.65776765404112
171,85.90948406384754,390.0845842207373,1432.5997419309545,29483715744821.754,1.0948957257051782e+128,631.6778581064852,262.89567785471496,310044735.810618,349.9544161190022,377.9179703126538,inf,51.687788232306836
172,85.93425351022755,390.60750320952076,1435.8435006790116,33998995313525.305,5.97595864952227e+128,636.5483686068908,264.60044054492096,335427813.4100005,350.77854828077255,378.2472553832283,inf,51.718462420789464
173,85.96538967862357,391.1716161903487,1438.8169510858397,39205766744959.22,3.261687934510824e+129,641.5413644098088,266.19905715977455,362888981.26199186,351.6275628132159,378.5570320463099,inf,51.753124849462736
174,85.99574479463733,391.7317809362019,1442.3468013238457,45209928468673.86,1.7802345708974894e+130,646.5232502076752,267.5828382767019,392598365.98049223,352.3028170771143,378.8130361883718,inf,51.78269537316932
175,86.02314912776963,392.3108473551486,1445.4875450100408,52133596708546.57,9.716549194930573e+130,651.5528464207678,269.15480837137574,424740031.5297966,353.0442452447805,379.1275635329937,inf,51.812286312047426
176,86.05590778103928,392.8778783964543,1448.4857494557996,60117589163806.78,5.3033083280653586e+131,656.5875169862301,270.8573558598916,459513103.3596511,353.8207337040879,379.4300307474244,inf,51.84325714515653
177,86.08652089690865,393.44714614584063,1451.7379317787324,69324289039028.09,2.894554296828052e+132,661.7166682491736,272.6184816707393,497133018.01777,354.5541659590071,379.7178582529434,inf,51.87150443709942
178,86.1233580768698,394.0072056691007,1455.320151393424,79940947694776.45,1.5798524353084724e+133,666.830643562676,274.18453295655456,537832837.3642007,355.34099401125286,380.0275111038699,inf,51.898074063188304
179,86.15159842135729,394.56732884017947,1458.8354751955533,92183493075286.12,8.622860245134209e+133,672.0028356864536,275.92468739011724,581864715.9217162,355.9986137271242,380.3614598505635,inf,51.9318339440643
180,86.17997419414924,395.09183005105695,1462.3257291184095,106300921367212.61,4.7063711233637155e+134,677.1789463841678,277.5913209446451,629501442.4135588,356.827439640387,380.6617035415626,inf,51.95856285468296
181,86.20063112297868,395.6552767563502,1465.4869416586796,122580361264045.72,2.568745001211253e+135,682.4912592921803,279.42241060352796,681038144.1994846,357.57937846421623,380.9759248614506,inf,51.99058010797297
182,86.22661230857683,396.21713321670745,1469.05117659366,141352913737480.03,1.4020251927204226e+136,687.7134950549496,281.0627648631847,736794107.5280128,358.4187124656617,381.2633668490387,inf,52.02595562613429
183,86.2549111092184,396.7741391264804,1472.4699522915248,163000386162743.66,7.652276267577528e+136,693.1902415092125,282.60164962074094,797114754.7309827,359.3159120897785,381.56847541791893,inf,52.05496256787097
184,86.28691909260806,397.30689272432045,1476.0563637967077,187963057756167.62,4.176624812404987e+137,698.5758830814401,284.5727640743599,862373797.5692054,360.0900207588562,381.85568642104766,inf,52.08689652294009
185,86.31916541588416,397.86853014344445,1479.50577011226,216748634239339.56,2.2796086045021195e+138,703.9327423096942,286.10400670744605,932975543.0911868,360.69425227467826,382.12305714170185,inf,52.11918994833118
186,86.35027435955706,398.44205024517936,1482.2260961776706,249942573847486.25,1.2442140779046423e+139,709.3722967615223,287.91802296456837,1009357388.7586576,361.44249422085693,382.4054081107649,inf,52.140145426025526
187,86.3902052806998,399.03928898108734,1485.633320343941,288219994740994.44,6.790940640418403e+139,714.9289514210543,289.78579734489404,1091992544.9954848,362.2847637470978,382.734949237833,inf,52.17395473739649
188,86.42518146726015,399.56836605638273,1488.7928108144547,332359405965436.75,3.706506428487822e+140,720.4649181220791,291.65322770669445,1181392967.5115054,363.17169718495313,383.0351199975371,inf,52.20759804333805
189,86.45334974841117,400.1340430734329,1492.1021347356093,383258541222149.94,2.0230172271944952e+141,726.0854971071758,293.56342303683533,1278112522.547229,363.97433362644983,383.3525555726746,inf,52.241073560744994
190,86.48511849767985,400.68982549580636,1495.2960050677402,441952617511635.5,1.104166087523938e+142,731.8200405123023,295.3689076355449,1382750415.489211,364.7110282993555,383.7194959400347,inf,52.26935930207541
191,86.51277000691073,401.24816063028373,1498.9120753898876,509635389998513.1,6.026556434858699e+142,737.5154505369666,296.9925347237429,1495954914.415681,365.43801028383587,384.1020876831749,inf,52.305064013945355
192,86.53996011043421,401.82741543661905,1502.2282630037628,587683431317467.4,3.289304287906765e+143,743.2666158210401,298.8910950738694,1618427363.8295019,366.29435940127496,384.4402814831134,inf,52.33618918955781
193,86.570653836632,402.41654570564174,1505.4610469142729,677684129119743.8,1.795307621423688e+144,749.0267544513631,300.5939444827407,1750926518.431047,366.96064652413946,384.761672525495,inf,52.37095061187694
194,86.60606739318854,402.97317520736556,1508.8689412632873,781467971338923.9,9.798818149454718e+144,754.8826082734265,302.3248953943881,1894273252.242895,367.842064366768,385.0569558167458,inf,52.4022940750581
195,86.63426541896334,403.5170262602261,1511.76512990552,901145775707344.8,5.348210857030761e+145,760.8234868185687,303.88902678364656,2049355656.4952028,368.76796234330027,385.36197479431956,inf,52.43984114962852
196,86.67321798914271,404.0660046993481,1515.1785498017928,1039151620870017.4,2.919062170048906e+146,766.7123629807552,305.7882474833803,2217134511.0513015,369.54425233348377,385.72910915763765,inf,52.46331902442815
197,86.7087306644198,404.66140600965514,1518.7305195320287,1198292352116707.0,1.5932288723076342e+147,772.710012674674,307.41377282596596,2398649264.735717,370.1994158104995,386.0543536548364,inf,52.49759081102427
198,86.7418550307561,405.25180070363007,1522.1300454469015,1381804668626085.8,8.695869055478642e+147,778.6483566054843,309.3945013994954,2595024467.6784797,371.11633412464323,386.3745743659986,inf,52.52837555323872
199,86.77059137627234,405.85871066594245,1525.6299814803358,1593420953473345.2,4.746219450599471e+148,784.757836909098,311.3440613448254,2807476721.099688,371.83611123976976,386.65364467976866,inf,52.566215028298835
200,86.7947261578957,406.4244193529608,1528.742493742274,1837445184998049.5,2.590494282921176e+149,790.9201032755218,313.1769855881966,3037322249.6180983,372.6082586185222,387.020037767363,inf,52.59330791726983
201,86.8175791550873,407.00505869967844,1532.208767844207,2118840473692312.2,1.4138959859935905e+150,797.0549489479248,315.03035172171406,3285985018.0142336,373.4698312430305,387.2823432943618,inf,52.621364298416964
202,86.8533768875493,407.61145754279244,1535.686996496382,2443330004940476.5,7.717067250017225e+150,803.2785931734857,316.8840878763214,3555005582.2990866,374.3589371208387,387.5782011742353,inf,52.649693764399785
203,86.88295937785479,408.16209483934415,1538.6220568319566,2817513440587425.0,4.211987835826483e+151,809.5737556371986,318.74936607564604,3846050609.9224186,375.03369639333766,387.9008565596709,inf,52.67662753782975
204,86.91274952458221,408.73730509088176,1542.042568085891,3249001146735908.5,2.2989098001071014e+152,815.8919458228548,320.6275795064472,4160923219.277876,376.02826265837484,388.20051477531393,inf,52.715340739390186
205,86.93816958927084,409.3573143920897,1545.3344793775843,3746568977973336.5,1.2547487018066013e+153,822.2314975607973,322.7789039359954,4501574165.883493,376.7071800911046,388.511611269459,inf,52.744950151402925
206,86.9651556411345,409.9363464848106,1549.188333424651,4320336765881937.0,6.848438788733669e+153,828.6575219535101,324.70473440351714,4870113888.915438,377.51642498297275,388.82606522213325,inf,52.77522204517338
207,86.99398769806587,410.539737695447,1552.8871650980673,4981974142304021.0,3.7378890112022647e+154,835.0821779617718,326.5374019832114,5268825612.519166,378.4332199381755,389.1213628914088,inf,52.807391694273974
208,87.02715924435877,411.1460539503122,1556.7021040982127,5744937883243662.0,2.0401458917982285e+155,841.6672983575208,328.7239062854779,5700179499.421518,379.30832063963373,389.42907410275376,inf,52.843392335154114
209,87.06272241900783,411.7239911799309,1560.548639827261,6624745600747442.0,1.1135149404777166e+156,848.1515579697627,330.51512490783506,6166847937.816921,380.2575368423797,389.74646718640156,inf,52.87430221216924
210,87.09168140812588,412.3032259050563,1564.1181323318465,7639291349452310.0,6.0775826260846735e+156,854.7695904456258,332.3953728012296,6671722081.034489,381.17167921790985,390.06360178461944,inf,52.911841790337526
211,87.12504751510076,412.9059667349583,1567.518788030338,8809209566565502.0,3.317154465932852e+157,861.4629997461602,334.488012869105,7217929813.034319,381.96309805349887,390.3744707299891,inf,52.93670620806578
212,87.14014315791083,413.5103618256838,1571.1421309009909,1.0158294747148536e+16,1.8105082938127112e+158,868.2000490059462,336.51950798042145,7808855056.907494,382.66860255344085,390.70620584458044,inf,52.974305322374754
213,87.16749038525325,414.0847354563635,1574.9039033724073,1.1713985391104088e+16,9.881783666178353e+158,874.990931813377,338.5617987861704,8448158810.768731,383.5726774428691,391.00045355348516,inf,53.00826421017975
214,87.19989606380246,414.67488895833566,1578.1060844093365,1.3507922063582804e+16,5.393493570775718e+159,881.7001125387138,340.54253650153566,9139801766.390966,384.4584236551666,391.3209662151597,inf,53.03949620872466
215,87.23000485211688,415.2433113868018,1581.461495699822,1.5576590919662722e+16,2.9437775487397554e+160,888.5428891982095,342.5980396992505,9888068908.956532,385.20155107253214,391.62036469475544,inf,53.08019480557113
216,87.26842795024885,415.85611871615833,1585.2072853574289,1.79620657815919e+16,1.6067185661292766e+161,895.4776914351443,344.4906634338417,10697595970.525959,385.8595577091777,391.93002367982393,inf,53.1143701366193
217,87.29562557855584,416.4693605442842,1589.0684392365945,2.071286386122867e+16,8.769496023399185e+161,902.4051668344835,346.5797158354508,11573398271.834925,386.6911125133932,392.2467762491679,inf,53.14914618340753
218,87.32179154003839,417.04525714105733,1592.2343413343606,2.388493253230893e+16,4.786405169243981e+162,909.4635188781122,348.58827935847023,12520901699.647934,387.45110862245275,392.58369706962196,inf,53.1803097856235
219,87.35617490661251,417.6943642285762,1596.0385493346998,2.7542787221261708e+16,2.6124277134098508e+163,916.54297592308,350.84019903963303,13545976369.338474,388.29931191792565,392.87029838566866,inf,53.215340901302945
220,87.38970032209951,418.2918917062446,1599.619353237779,3.176082356058122e+16,1.4258672879692341e+164,923.6401492730075,353.35499558274773,14654972950.202438,389.17085144964193,393.2003844997415,inf,53.2470398821353
221,87.42941369663126,418.82342248420923,1603.3497459773603,3.662483049167658e+16,7.782406810587082e+164,930.8279136679439,355.2204851346185,15854762039.382381,390.0565866121374,393.5168688428058,inf,53.27966555728435
222,87.45135195876546,419.4222700510225,1606.710078288477,4.223373509144719e+16,4.247650274082117e+165,938.075323675151,357.34607470732493,17152776766.088154,390.95038051853106,393.79402052787145,inf,53.306341969459446
223,87.47542965741523,419.9613674678974,1610.6989517160155,4.870161461035731e+16,2.3183744168147284e+166,945.3428621208878,359.44653961894466,18557058759.313023,391.82244887146845,394.10531843556925,inf,53.33941164609714
224,87.50837456116867,420.5687291948837,1613.8520213149377,5.616001664356378e+16,1.265372521211748e+167,952.6120732008159,361.7810427539483,20076308026.579567,392.65848770069806,394.37754845784195,inf,53.37088777093294
225,87.54500442864634,421.2192948252725,1617.8950938896778,6.47606346245461e+16,6.906423767553704e+167,960.0502262901116,363.7921506529792,21719936813.431736,393.490388091608,394.700558559661,inf,53.40951622417237
226,87.57224016148442,421.8153232678116,1621.7773609396513,7.467839305650773e+16,3.7695373067966952e+168,967.4146713349096,365.9481050506103,23498127992.678936,394.2861327354941,395.02703590860335,inf,53.43774095114116
227,87.61179959183312,422.4580819052669,1625.453367331388,8.61150052317698e+16,2.057419582923323e+169,974.9476877166671,368.204564939809,25421898037.07147,395.040242018844,395.331337637324,inf,53.47266632958748
228,87.64427713062383,423.0458197875401,1628.9308181494816,9.930307579666552e+16,1.1229429491423513e+170,982.5136832097888,370.3206520897691,27503165359.292313,395.8880343980472,395.66733829282595,inf,53.49936613923903
229,87.66979653149241,423.6444072826552,1632.7601331765238,1.1451083160406234e+17,6.129040850465712e+170,990.2369572696635,372.70875481090286,29754824115.936714,396.7660197785962,395.986647396147,inf,53.528167970023034
230,87.69879851250346,424.2352748168082,1636.7153853034204,1.3204757707119811e+17,3.3452404483565128e+171,997.9811504774781,374.6478067060099,32190824088.053776,397.5472209567322,396.34233205243265,inf,53.565057065968446
231,87.731951302347,424.86439637251516,1640.7230861247401,1.522699849971282e+17,1.8258376686248138e+172,1005.7212027400267,376.81017457828506,34826257131.295235,398.3813081829453,396.66855953974846,inf,53.59761286964015
232,87.7601827075614,425.47161815761274,1644.4787817270683,1.7558935078789498e+17,9.965451642817078e+172,1013.4990506477507,379.30404400614566,37677450640.12685,399.166176552095,396.99846515602076,inf,53.629302644966415
233,87.79527083892371,426.0704914835704,1648.3596414955273,2.0247995762720022e+17,5.439159688282957e+173,1021.3307459265964,381.5696210958243,40762068737.64179,399.9634838857692,397.30991278495793,inf,53.66475981097451
234,87.82491046284221,426.65725403646485,1652.3766225469876,2.3348872273136854e+17,2.968702189826629e+174,1029.189655401329,383.6174824822166,44099221652.97893,400.66583745332866,397.6112582714276,inf,53.69552670380784
235,87.85776083184648,427.2803516295639,1656.1920072138305,2.692463208782674e+17,1.6203224757064514e+175,1037.2017379211852,385.87830538568494,47709584205.11643,401.45647198667626,397.93131679826945,inf,53.73030337255789
236,87.88533484295036,427.85151548999966,1660.0929507009032,3.1048001144754874e+17,8.843746382768045e+175,1045.256107521525,388.6657850823724,51615523824.94644,402.32111098132407,398.2153037795365,inf,53.76797951699146
237,87.9091202210539,428.4386920397685,1663.5126825141722,3.580284298558037e+17,4.8269311359532436e+176,1053.4219461224586,390.75630429063,55841239091.354324,403.0974267232811,398.52426296480763,inf,53.79591703740519
238,87.93994630276234,429.01754128955827,1667.723118641411,4.1285864422409946e+17,2.6345468518447526e+177,1061.7614082472458,393.2879161288056,60412909781.3296,403.8762842937224,398.81593735563547,inf,53.83182529806717
239,87.96429592109732,429.6201191768882,1671.8787967655926,4.760858241880613e+17,1.4379399496434632e+178,1070.0111503946357,395.7652502536731,65358858905.70849,404.6136044596608,399.09045646699434,inf,53.866582931743515
240,87.9987511897356,430.2173826198457,1675.6519742199964,5.489959218821823e+17,7.848299594037701e+178,1078.3297058759547,398.3653509987143,70709728323.44351,405.51164122340555,399.4009835804271,inf,53.9009372603658
241,88.02647722177562,430.8946692701753,1679.7088622142453,6.330718264026033e+17,4.2836146622843977e+179,1086.605585494896,400.89351556095073,76498668492.29465,406.4940647060146,399.68567668483,inf,53.93399406080044
242,88.04958423013666,431.51380929942775,1683.7378025107726,7.300235236917315e+17,2.3380038382935426e+180,1095.0493899186579,403.1601195437305,82761543831.43579,407.42720411560515,400.01137089849686,inf,53.962951892336676
243,88.08280790228005,432.088335500973,1687.4542609995597,8.418228752526098e+17,1.276086291328616e+181,1103.549769360411,405.3458947659483,89537155018.79585,408.32790622157415,400.30450875757623,inf,53.99388650078338
244,88.11827512698746,432.6575515644717,1691.3811995895635,9.707437230436852e+17,6.964899698818902e+181,1112.0752769239152,408.0784964305447,96867479206.13084,408.98754080788837,400.6397777277623,inf,54.02806792522938
245,88.14535683598281,433.27013103916374,1695.558556502542,1.1194081362378739e+18,3.801453565032888e+182,1120.7090594646427,410.05152648255654,104797930274.20094,409.77875250536215,400.94087223772146,inf,54.06021980246405
246,88.1735688723246,433.8650633252048,1699.3972753918208,1.2908397404277379e+18,2.074839528493416e+183,1129.4686597253053,412.85964026521674,113377640063.23528,410.61580539044786,401.2397202505846,inf,54.087183638721015
247,88.19927732523986,434.4905881149215,1702.7936369039912,1.4885252139291305e+18,1.132450783720541e+184,1138.22271705693,415.40343192638903,122659762761.10338,411.5193221696996,401.5582951172823,inf,54.12109727666129
248,88.2327586972619,435.06370103422495,1706.813551939727,1.716485201926502e+18,6.180934765979116e+184,1147.0429918176053,417.8226051941073,132701804258.90178,412.37605861738746,401.8846396960162,inf,54.15285932686456
249,88.25829266652447,435.68070986257885,1710.9658224328048,1.9793560907548646e+18,3.3735642317076985e+185,1156.099115678533,419.8469890254136,143565978450.81503,413.32660243885783,402.1976016043391,inf,54.18638181902667
250,88.29839334851263,436.2889689349916,1714.475876661489,2.2824843054931292e+18,1.8412968355692698e+186,1165.1360200913089,422.3036433177722,155319592536.82922,414.126653854549,402.489463250369,inf,54.218839495429755
251,88.33340660489549,436.9093330026923,1718.3910072549033,2.6320350487494943e+18,1.0049828027021884e+187,1174.1711361574148,424.7326049939127,168035464145.64978,415.0330200765176,402.88189940063586,inf,54.24721246222261
252,88.35568514521741,437.5319043898536,1722.0483865204487,3.0351176922322744e+18,5.485212455790026e+187,1183.324932737705,427.0712130729627,181792372418.6953,415.7561009779751,403.1586973507083,inf,54.27558312001694
