0,1,2,3,4,5,6,7,8,9,10
2025-04-17 19:57:54.922944,2025-04-18 19:57:54.922944,2025-04-21 19:57:54.922944,2025-04-22 19:57:54.922944,2025-04-23 19:57:54.922944,2025-04-24 19:57:54.922944,2025-04-25 19:57:54.922944,2025-04-28 19:57:54.922944,2025-04-29 19:57:54.922944,2025-04-30 19:57:54.922944,2025-05-01 19:57:54.922944
100.0,98.89262721977568,99.04665670697486,99.68297379587388,99.05750792072254,97.8547213703337,97.14179740432546,97.38039118170678,98.87131458772653,98.46880910633233,98.9494517829252
100.0,99.82944110066356,102.1471900162153,102.83653786990959,104.15644363496155,108.84927459279798,109.71812113743934,108.85251881982992,110.18358323273331,106.75307431754726,105.60197123580811
100.0,99.22110308244481,97.36208491257949,98.7937272725347,100.14897685653602,99.03030172469381,99.16145110180378,96.3167896925014,95.47448494162937,98.06123474053906,97.523665414299
100.0,97.50601982926909,97.53422952700822,96.84805579130375,96.77110707044652,93.74050635108773,92.74948602483614,93.43686707117583,94.34783622689986,94.91323824451003,96.51371813168463
100.0,100.41600494330241,102.55535781481417,100.01664571552273,102.00407377036397,101.40923679042544,101.52872909783355,101.8788423085195,100.22417789803858,101.00006245874553,99.82233154206861
100.0,99.62793691510852,99.78999669007665,99.71781908783782,99.61279104524068,100.50162536111513,101.226575690599,102.21023699100711,101.74975863219699,101.6401695410594,101.64483349050859
100.0,99.03894288872786,99.50834412834824,99.5569911775518,99.68067563108772,99.23297043572074,100.30089461024204,99.31400108482958,98.53083384655923,98.94953865117178,101.02226333373883
100.0,100.86700485592266,102.17835104699947,103.60769702942774,104.7216564312357,105.06387623594694,102.81472350998617,101.71490226396956,100.1819689116456,100.66188142200618,100.31265335582226
100.0,99.86623954483397,100.54829908417497,100.49606305344851,102.64003526915236,94.5655539569269,94.9501990511306,94.41015769089088,92.27615616149089,92.50424536815453,92.92116968425768
100.0,100.29172838393465,101.18797974941499,100.1077353086616,100.26523671099407,99.35480634850701,99.67687939804472,98.4765371071006,98.60397323822671,99.65599037208018,97.34679748717754
