0,1,2,3,4,5,6,7,8,9,10
2025-04-17 19:57:54.922944,2025-04-18 19:57:54.922944,2025-04-21 19:57:54.922944,2025-04-22 19:57:54.922944,2025-04-23 19:57:54.922944,2025-04-24 19:57:54.922944,2025-04-25 19:57:54.922944,2025-04-28 19:57:54.922944,2025-04-29 19:57:54.922944,2025-04-30 19:57:54.922944,2025-05-01 19:57:54.922944
100.0,99.861218160328,99.5585361375455,98.7817130407607,98.29834107301552,98.0468379679104,98.00313524649361,97.37850451835564,97.20412662942206,96.78834792549759,96.44898903330856
100.0,99.76113639057552,99.11797840090283,98.44100996453068,99.51264618653066,98.6660292627365,98.40265226476988,98.00219831117668,98.42107200581663,97.327343239361,96.67236839976601
100.0,99.99481199205539,100.47218552905926,99.35727533498404,99.54933816295001,99.80919556602544,100.35330246414803,100.0594781990957,100.84534897990655,100.37954805071762,100.51627400833443
100.0,100.31254556613308,101.04729842447097,101.86747869051631,102.15547132078942,101.18724398233894,100.48273975345916,101.673366788481,101.9365815240554,102.80196221030766,104.24242299627883
100.0,100.62837788992876,100.5315974983682,100.10659463229662,99.62782599593103,100.78212994105452,100.81455806155577,100.78187786253399,100.81374513177549,101.36458372471284,100.91684271891171
100.0,100.41828690182749,100.37561290461716,100.57728276067085,98.73001636085395,98.78482954723441,98.78664401188068,99.20720614970567,100.05703670869555,100.1774901619665,99.32109920695338
100.0,100.35090142065854,100.32054606646038,99.46158780786368,100.10320689728364,100.51477602901373,100.44965448382698,101.1549456378505,101.80522264549714,100.60061537261076,100.96745723809757
100.0,100.90530034412015,101.04690275637327,99.86646975018459,100.25282127921152,98.68451183710934,99.08561202675321,99.71052780786495,100.66785992799626,101.01165217921742,101.25612596360648
100.0,99.78689573383636,99.57324679163428,99.4237528086761,99.4175598357301,99.81340853388542,100.0770326532963,99.59146321065525,98.90557440742603,97.11623811389867,97.17486062689487
100.0,99.6606255009553,100.84670321393939,101.50499821236652,102.53698143983746,103.44687500270157,102.3245591157545,102.40951681919496,102.41395676804194,101.88777646327681,101.63060592247406
