Date,Price
2025-04-25,772.1599731445312
2025-04-28,772.0281720798774
2025-04-29,773.0677861120876
2025-04-30,773.1000709350136
2025-05-01,773.9231661490612
2025-05-02,773.7688635230179
2025-05-05,775.6170642923771
2025-05-06,775.803714758607
2025-05-07,775.2606233895807
2025-05-08,776.2817785988775
2025-05-09,775.9743961573511
2025-05-12,775.6808493982037
2025-05-13,775.3058008861533
2025-05-14,775.3627649998548
2025-05-15,775.4467182041161
2025-05-16,775.6898763811167
2025-05-19,777.0929242893251
2025-05-20,778.0308153704258
2025-05-21,777.7168244587199
2025-05-22,777.8838548725188
2025-05-23,779.1496259108499
2025-05-26,778.4875862849507
2025-05-27,779.4351969029238
2025-05-28,780.2599080359396
2025-05-29,779.9998065706135
2025-05-30,780.6169714349817
2025-06-02,781.6447888262348
2025-06-03,782.6481663997348
2025-06-04,783.2697232848242
2025-06-05,784.4824734675415
2025-06-06,783.8453339819275
2025-06-09,784.1261101228176
2025-06-10,785.2749795926114
2025-06-11,785.9426703836716
2025-06-12,786.8624570101507
2025-06-13,787.9736052896761
2025-06-16,789.0065786864017
2025-06-17,790.0297162568432
2025-06-18,790.8911322141984
2025-06-19,791.5371798110397
2025-06-20,792.0372140750372
2025-06-23,793.001898502695
2025-06-24,793.4314913319894
2025-06-25,794.4083898335208
2025-06-26,794.7772517046334
2025-06-27,794.4386747270485
2025-06-30,795.1450908404163
2025-07-01,795.3268703680434
2025-07-02,796.066604654859
2025-07-03,796.7227057466805
2025-07-04,797.2497005811147
2025-07-07,798.7672061685909
2025-07-08,798.6922958262458
2025-07-09,799.500036832791
2025-07-10,799.4366014939069
2025-07-11,799.2666101957641
2025-07-14,799.70277429138
2025-07-15,800.6690562942739
2025-07-16,800.8238852759682
2025-07-17,800.9633911538457
2025-07-18,801.9032500610251
2025-07-21,801.9660731464404
2025-07-22,802.7323856798688
2025-07-23,802.5830290812208
2025-07-24,803.118938129505
2025-07-25,804.1084584169135
2025-07-28,804.1183919444037
2025-07-29,804.2761300003503
2025-07-30,804.3957031012759
2025-07-31,805.3843939430278
2025-08-01,805.8870494324549
2025-08-04,805.8219909469863
2025-08-05,807.0915924980444
2025-08-06,808.2284855178646
2025-08-07,807.4532039453912
2025-08-08,806.9869585993065
2025-08-11,807.6483328451762
2025-08-12,808.9596622973996
2025-08-13,809.0940765260215
2025-08-14,809.5203209551645
2025-08-15,809.3930261807208
2025-08-18,809.922179966446
2025-08-19,809.8280950671498
2025-08-20,811.1106639031815
2025-08-21,812.0037102094951
2025-08-22,812.4948389977303
2025-08-25,812.9815651425979
2025-08-26,813.5977085429441
2025-08-27,813.4112718757924
2025-08-28,814.7581077911805
2025-08-29,815.8977472259651
2025-09-01,815.7483009070374
2025-09-02,817.606127639519
2025-09-03,818.961130069714
2025-09-04,819.6211109587249
2025-09-05,821.0001937157393
2025-09-08,821.7887748225604
2025-09-09,822.3189012664523
2025-09-10,823.0364480060308
2025-09-11,824.0979520188331
2025-09-12,824.2903607960893
2025-09-15,825.0632012761519
2025-09-16,825.2623799286099
2025-09-17,825.3529831357249
2025-09-18,826.1572728320518
2025-09-19,825.4583566733946
2025-09-22,826.2518413947633
2025-09-23,826.214178633569
2025-09-24,825.6550563839935
2025-09-25,825.825390729949
2025-09-26,825.8642207146245
2025-09-29,826.6326675257498
2025-09-30,828.1411837981738
2025-10-01,830.1780645936338
2025-10-02,829.7820220848556
2025-10-03,831.313293942579
2025-10-06,831.995901752857
2025-10-07,832.9565713378729
2025-10-08,833.0875828725145
2025-10-09,833.229065657442
2025-10-10,834.6207988208708
2025-10-13,833.104049959022
2025-10-14,834.118918930836
2025-10-15,835.2344954567425
2025-10-16,835.8405767671583
2025-10-17,836.9682383582079
2025-10-20,837.3062084578643
2025-10-21,839.3128819817857
2025-10-22,838.943110740142
2025-10-23,838.8681304046033
2025-10-24,840.7605461418069
2025-10-27,841.1134124869004
2025-10-28,840.8252370674437
2025-10-29,841.0167225506436
2025-10-30,840.9136500248105
2025-10-31,840.5728737464331
2025-11-03,840.8344834927718
2025-11-04,841.6501765650627
2025-11-05,841.5510917826252
2025-11-06,842.2855553476147
2025-11-07,842.705196498226
2025-11-10,843.7779956144498
2025-11-11,844.215678552668
2025-11-12,845.1496149859933
2025-11-13,846.0451079092311
2025-11-14,846.758048373512
2025-11-17,847.7918433252595
2025-11-18,848.0422042443167
2025-11-19,849.3453385676024
2025-11-20,851.0869113640371
2025-11-21,851.4590288863083
2025-11-24,852.6139262459287
2025-11-25,853.8318364889649
2025-11-26,854.6885739711892
2025-11-27,854.3587482022211
2025-11-28,855.2686065067323
2025-12-01,856.2179197698996
2025-12-02,856.3107289836558
2025-12-03,856.773074261366
2025-12-04,857.0586895382476
2025-12-05,857.1187614503677
2025-12-08,857.5792780312228
2025-12-09,859.0414063506031
2025-12-10,860.5737378482847
2025-12-11,862.3990774129767
2025-12-12,862.7001870764464
2025-12-15,863.1341143009134
2025-12-16,863.5794326440633
2025-12-17,862.7217862402834
2025-12-18,862.0116521659396
2025-12-19,862.2567441220611
2025-12-22,862.7354333571049
2025-12-23,863.3952819755824
2025-12-24,864.6246674667681
2025-12-25,864.9211451992495
2025-12-26,866.1780868616804
2025-12-29,866.3929616341547
2025-12-30,867.4354325258723
2025-12-31,867.0776952448498
2026-01-01,867.8378547790762
2026-01-02,868.391188101043
2026-01-05,868.9021162129457
2026-01-06,869.8589520284628
2026-01-07,870.7274737498511
2026-01-08,870.3427654613711
2026-01-09,872.5548488349442
2026-01-12,873.8789023614456
