Date,Price
2025-04-25,101.48999786376952
2025-04-28,101.79469082515257
2025-04-29,101.90470826576336
2025-04-30,102.03817391405289
2025-05-01,102.22754633567033
2025-05-02,102.56849476118452
2025-05-05,102.7847720295098
2025-05-06,103.01906399674867
2025-05-07,103.00503473871706
2025-05-08,103.2852338238155
2025-05-09,103.35442038028971
2025-05-12,103.45984504887909
2025-05-13,103.71029930446605
2025-05-14,103.76726636466451
2025-05-15,103.720875294052
2025-05-16,103.9297258998922
2025-05-19,104.32203822126947
2025-05-20,104.48407820356236
2025-05-21,104.58059018478784
2025-05-22,104.70289356183561
2025-05-23,104.96555639979557
2025-05-26,105.10630213850558
2025-05-27,105.30428539088817
2025-05-28,105.59697932199732
2025-05-29,105.61141426866517
2025-05-30,105.8931361275525
2025-06-02,106.08524688552467
2025-06-03,106.39729956425674
2025-06-04,106.64845499871846
2025-06-05,106.83315351465643
2025-06-06,107.04656382516266
2025-06-09,106.97388355473639
2025-06-10,106.97693481583717
2025-06-11,107.19867200311641
2025-06-12,107.40064759677942
2025-06-13,107.55602120738256
2025-06-16,107.75164408535926
2025-06-17,108.11583896960954
2025-06-18,108.36675848620291
2025-06-19,108.54417602624275
2025-06-20,108.59468916431318
2025-06-23,108.85691888415853
2025-06-24,109.0947508405739
2025-06-25,109.42127520989047
2025-06-26,109.44779003751874
2025-06-27,109.59642033221154
2025-06-30,109.76563571844075
2025-07-01,109.83362639349336
2025-07-02,110.04288546885783
2025-07-03,110.11025851645242
2025-07-04,110.36718455210371
2025-07-07,110.69210488171984
2025-07-08,110.89867538577666
2025-07-09,110.89988861760378
2025-07-10,110.89808484768324
2025-07-11,111.09162831234207
2025-07-14,111.27034005497272
2025-07-15,111.53255869501544
2025-07-16,111.71937388039476
2025-07-17,111.95453937326435
2025-07-18,112.37551417966185
2025-07-21,112.57140521995896
2025-07-22,112.87363742737183
2025-07-23,113.05747018045183
2025-07-24,113.33669311635647
2025-07-25,113.79534178903712
2025-07-28,113.89723093801177
2025-07-29,114.24146490373336
2025-07-30,114.52101836486618
2025-07-31,114.6641978861443
2025-08-01,114.66593478530928
2025-08-04,114.60544816933086
2025-08-05,114.64073895395623
2025-08-06,114.96511386200272
2025-08-07,114.78049688532991
2025-08-08,114.82127486035787
2025-08-11,115.08448382256594
2025-08-12,115.46570314961536
2025-08-13,115.72275550976639
2025-08-14,116.06064912421834
2025-08-15,116.27042676684614
2025-08-18,116.39294836432995
2025-08-19,116.52853137451494
2025-08-20,116.81710647701279
2025-08-21,117.14367982290234
2025-08-22,117.40049866539943
2025-08-25,117.81456458270331
2025-08-26,117.94723693892007
2025-08-27,118.15289334045683
2025-08-28,118.36728821113864
2025-08-29,118.48566395376034
2025-09-01,118.59540750654665
2025-09-02,118.98406929639765
2025-09-03,119.28624430955065
2025-09-04,119.8931864448113
2025-09-05,120.10207591198464
2025-09-08,120.27524912461413
2025-09-09,120.42734851630256
2025-09-10,120.63449632970395
2025-09-11,120.86634603862997
2025-09-12,120.97421595409817
2025-09-15,121.39593363194571
2025-09-16,121.50269567218628
2025-09-17,121.55879819092578
2025-09-18,121.73243434480987
2025-09-19,121.75526251773229
2025-09-22,122.1079518730045
2025-09-23,121.94485366537609
2025-09-24,121.896553341582
2025-09-25,122.26425828643482
2025-09-26,122.50089308505103
2025-09-29,122.78024462421241
2025-09-30,123.09643346505388
2025-10-01,123.47038692657262
2025-10-02,123.52256724341353
2025-10-03,123.71296986612155
2025-10-06,123.77967220080097
2025-10-07,124.11300334208667
2025-10-08,124.03739236741337
2025-10-09,124.11550205767907
2025-10-10,124.38172828869476
2025-10-13,124.42732178585965
2025-10-14,124.93803852093673
2025-10-15,125.40732135165011
2025-10-16,125.63283553410842
2025-10-17,125.7626895037966
2025-10-20,125.87561588200984
2025-10-21,126.3579992733365
2025-10-22,126.47686331275101
2025-10-23,126.8317683241974
2025-10-24,126.96126758548958
2025-10-27,127.32095174548833
2025-10-28,127.49597847585305
2025-10-29,127.8113445501097
2025-10-30,127.90408653188555
2025-10-31,128.21306278911456
2025-11-03,128.14388067947266
2025-11-04,128.18951763643955
2025-11-05,128.54346311561378
2025-11-06,128.78503198491777
2025-11-07,129.31927069555277
2025-11-10,129.725300036751
2025-11-11,129.76317399488957
2025-11-12,129.9374154400155
2025-11-13,130.29783199382913
2025-11-14,130.52936733892184
2025-11-17,130.99133851207222
2025-11-18,131.32680212481227
2025-11-19,131.45948337211206
2025-11-20,132.10134761606392
2025-11-21,132.34117481078337
2025-11-24,132.42658138628153
2025-11-25,132.99050639915464
2025-11-26,133.34525461606546
2025-11-27,133.45820907458082
2025-11-28,133.84451498304767
2025-12-01,134.07902345632849
2025-12-02,134.30722429948204
2025-12-03,134.437648500483
2025-12-04,134.28890147928217
2025-12-05,134.5524214883828
2025-12-08,134.90041604407432
2025-12-09,135.19879831243674
2025-12-10,135.54452271776682
2025-12-11,135.83006133312202
2025-12-12,135.71317371279864
2025-12-15,135.70559178502796
2025-12-16,135.99067778483317
2025-12-17,135.95880549265294
2025-12-18,136.36440222448917
2025-12-19,136.50325431486803
2025-12-22,136.8084254940276
2025-12-23,136.8388012248992
2025-12-24,137.35005184804533
2025-12-25,137.2447596066999
2025-12-26,137.2934816350767
2025-12-29,137.18535782394653
2025-12-30,137.2803709117822
2025-12-31,137.4366662356446
2026-01-01,137.98139204620855
2026-01-02,138.31830493570112
2026-01-05,138.58405043843857
2026-01-06,138.5962484844024
2026-01-07,138.9856643361978
2026-01-08,139.03169797890212
2026-01-09,139.25753263763406
