Date,Price
2026-01-12,477.486673112843
2026-01-13,477.87725859793653
2026-01-14,478.2410993951949
2026-01-15,478.5370512420708
2026-01-16,478.71176743554537
2026-01-19,479.177675304234
2026-01-20,479.40075496312994
2026-01-21,479.79114066721746
2026-01-22,480.20187820948286
2026-01-23,480.19564371345604
2026-01-26,480.1864446370159
2026-01-27,480.6275662769037
2026-01-28,481.0877988806319
2026-01-29,481.03872463180113
2026-01-30,481.14792923804015
2026-02-02,481.25743637535305
2026-02-03,481.1775072982255
2026-02-04,481.4605804793182
2026-02-05,481.7816354280684
2026-02-06,481.6986379428508
2026-02-09,481.6832947659725
2026-02-10,482.1623253680394
2026-02-11,482.13096735925615
2026-02-12,482.38749704009894
2026-02-13,482.27103727533046
2026-02-16,482.08268182741233
2026-02-17,481.96388374221016
