Date,Price
2025-04-25,444.1000061035156
2025-04-28,444.41535696345926
2025-04-29,444.4614162982097
2025-04-30,444.32072406651275
2025-05-01,444.3702843757648
2025-05-02,444.81357708788266
2025-05-05,445.5304772643624
2025-05-06,445.69077222210774
2025-05-07,445.60408488926134
2025-05-08,445.73958806209015
2025-05-09,445.5976300536541
2025-05-12,445.50060912018154
2025-05-13,445.6148839816752
2025-05-14,445.64653027969837
2025-05-15,445.6016277405357
2025-05-16,445.8102633242601
2025-05-19,446.3136138529384
2025-05-20,446.4811890101618
2025-05-21,446.47047895006995
2025-05-22,446.37751451604316
2025-05-23,446.82902362155136
2025-05-26,446.95566288434514
2025-05-27,447.2588397206459
2025-05-28,447.57481221771513
2025-05-29,447.5682520659756
2025-05-30,447.94699426639954
2025-06-02,447.9538781911643
2025-06-03,448.2440057209117
2025-06-04,448.6303570547729
2025-06-05,448.83470753909313
2025-06-06,448.94455715908185
2025-06-09,448.92683761674573
2025-06-10,448.9643778006429
2025-06-11,449.08708135341135
2025-06-12,449.20810202879784
2025-06-13,449.32371103188746
2025-06-16,449.5418362607257
2025-06-17,449.9837597424404
2025-06-18,450.25672525886034
2025-06-19,450.4921108987957
2025-06-20,450.5601048657677
2025-06-23,450.7688059171255
2025-06-24,451.0360323393195
2025-06-25,451.3410978614451
2025-06-26,451.1700222205794
2025-06-27,451.0561319766324
2025-06-30,451.1647757681381
2025-07-01,451.1749840540285
2025-07-02,451.37202012644303
2025-07-03,451.47265932007144
2025-07-04,451.60734300517447
2025-07-07,452.1029785290589
2025-07-08,452.20210848002256
2025-07-09,452.18564812520043
2025-07-10,452.14277327503555
2025-07-11,452.27009721961093
2025-07-14,452.43682779365787
2025-07-15,452.7133654251505
2025-07-16,452.8002275872313
2025-07-17,453.0237512400465
2025-07-18,453.3855696439598
2025-07-21,453.62876403037967
2025-07-22,453.96719092313265
2025-07-23,454.0564872647569
2025-07-24,454.21948924711603
2025-07-25,454.77944595730565
2025-07-28,455.0047105135852
2025-07-29,455.5765091472691
2025-07-30,455.73496269350153
2025-07-31,455.9329561594119
2025-08-01,455.8849065669935
2025-08-04,455.52294782663233
2025-08-05,455.53611905323544
2025-08-06,455.8465756414075
2025-08-07,455.6058746480349
2025-08-08,455.54439387261306
2025-08-11,455.8109639132193
2025-08-12,456.21808732126783
2025-08-13,456.25677038404484
2025-08-14,456.2824227118241
2025-08-15,456.1038187189803
2025-08-18,455.9805180476548
2025-08-19,455.9036158766569
2025-08-20,456.2785945183616
2025-08-21,456.7469814840041
2025-08-22,457.21451335836645
2025-08-25,457.36802113996725
2025-08-26,457.61957798454586
2025-08-27,457.7905081933434
2025-08-28,457.94877220900935
2025-08-29,458.00941047701866
2025-09-01,458.04857007413034
2025-09-02,458.4902061652586
2025-09-03,458.8147637249987
2025-09-04,459.3165459548773
2025-09-05,459.4645918052964
2025-09-08,459.84690027419344
2025-09-09,460.2135604247844
2025-09-10,460.42670078085433
2025-09-11,460.5822202388897
2025-09-12,460.6776767360913
2025-09-15,461.1415360953791
2025-09-16,461.3536526005134
2025-09-17,461.5232945840023
2025-09-18,461.4568984016705
2025-09-19,461.3704362832022
2025-09-22,461.7652316986825
2025-09-23,461.56188571143093
2025-09-24,461.1997778259144
2025-09-25,461.62693251157793
2025-09-26,461.7963166530761
2025-09-29,462.0609256162153
2025-09-30,462.295672917374
2025-10-01,462.7853355458353
2025-10-02,462.6518102363202
2025-10-03,462.96332570334454
2025-10-06,462.9307795750249
2025-10-07,463.12408976037824
2025-10-08,463.0756437171489
2025-10-09,463.13082036155595
2025-10-10,463.19140429941666
2025-10-13,462.91740721480005
2025-10-14,463.36094327974985
2025-10-15,464.0755258775168
2025-10-16,463.96887672636365
2025-10-17,464.23892983147687
2025-10-20,464.12945569888467
2025-10-21,464.9206463136268
2025-10-22,465.0358347825691
2025-10-23,465.0305854536174
2025-10-24,465.2184751210494
2025-10-27,465.5455809681734
2025-10-28,465.5726220729768
2025-10-29,465.7449133857245
2025-10-30,465.91724719138233
2025-10-31,466.17442638996147
2025-11-03,466.06563421953234
2025-11-04,466.2995562447061
2025-11-05,466.4353809557598
2025-11-06,466.62585544719036
2025-11-07,467.08397972750686
2025-11-10,467.9600705477073
2025-11-11,467.7126392719174
2025-11-12,467.73698340519337
2025-11-13,468.0735129993136
2025-11-14,468.3378183224588
2025-11-17,468.5130680418456
2025-11-18,468.60776465764155
2025-11-19,468.8478013294968
2025-11-20,469.40437329052753
2025-11-21,469.4737697029266
2025-11-24,469.8702373559695
2025-11-25,470.4277788127847
2025-11-26,470.67257396397605
2025-11-27,470.7481443745724
2025-11-28,471.1833525358179
2025-12-01,471.3152914460385
2025-12-02,471.39285551725175
2025-12-03,471.6369434622411
2025-12-04,471.6196559641166
2025-12-05,471.68119338770134
2025-12-08,471.8912760577112
2025-12-09,472.2464047753841
2025-12-10,472.7635565230585
2025-12-11,473.19283801324167
2025-12-12,473.1923803497731
2025-12-15,473.4511580552992
2025-12-16,473.5620048870521
2025-12-17,473.2394359821848
2025-12-18,473.06336645979286
2025-12-19,473.158797843737
2025-12-22,473.4732537114881
2025-12-23,473.737935793122
2025-12-24,474.2512228136
2025-12-25,474.16755794497146
2025-12-26,474.31973505786186
2025-12-29,474.3460106340342
2025-12-30,474.32992979628125
2025-12-31,474.6536648553619
2026-01-01,474.95964923361447
2026-01-02,475.2798701241226
2026-01-05,475.4903627030603
2026-01-06,475.86896966873337
2026-01-07,476.3841770769393
2026-01-08,476.52613858026456
2026-01-09,476.9154109350588
